Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),10/12/2014 11:14,1.20,1.01,5.81,11.77,3.69,0.35,1.84,0
Rolling Stdev (30 Minute),10/12/2014 11:15,1.14,1.04,5.83,11.48,3.66,0.34,1.90,0
Rolling Stdev (30 Minute),10/12/2014 11:16,1.11,1.07,5.80,11.27,3.64,0.35,1.94,0
Rolling Stdev (30 Minute),10/12/2014 11:17,1.12,1.08,5.63,11.09,3.68,0.33,1.95,0
Rolling Stdev (30 Minute),10/12/2014 11:18,1.12,1.09,5.39,10.83,3.79,0.32,1.99,0
Rolling Stdev (30 Minute),10/12/2014 11:19,1.13,1.09,5.67,10.88,3.75,0.33,1.99,0
Rolling Stdev (30 Minute),10/12/2014 11:20,1.12,1.07,5.85,10.86,3.74,0.33,1.95,0
Rolling Stdev (30 Minute),10/12/2014 11:21,1.11,1.02,5.90,11.17,3.62,0.33,1.85,0
Rolling Stdev (30 Minute),10/12/2014 11:22,1.10,1.00,5.94,10.99,3.74,0.33,1.82,0
Rolling Stdev (30 Minute),10/12/2014 11:23,1.08,1.00,6.00,11.32,3.62,0.33,1.81,0
Rolling Stdev (30 Minute),10/12/2014 11:24,1.08,1.04,5.79,11.21,3.61,0.32,1.88,0
Rolling Stdev (30 Minute),10/12/2014 11:25,1.09,1.04,5.79,11.68,3.69,0.32,1.90,0
Rolling Stdev (30 Minute),10/12/2014 11:26,1.10,1.05,5.77,11.47,3.69,0.32,1.91,0
Rolling Stdev (30 Minute),10/12/2014 11:27,1.10,1.06,5.76,11.71,3.70,0.32,1.93,0
Rolling Stdev (30 Minute),10/12/2014 11:28,1.12,1.06,5.85,11.09,3.70,0.31,1.92,0
Rolling Stdev (30 Minute),10/12/2014 11:29,1.13,1.00,5.97,11.02,3.70,0.31,1.83,0
Rolling Stdev (30 Minute),10/12/2014 11:30,1.18,1.03,5.88,11.37,3.74,0.32,1.87,0
Rolling Stdev (30 Minute),10/12/2014 11:31,1.19,1.03,5.77,11.33,3.70,0.31,1.87,0
Rolling Stdev (30 Minute),10/12/2014 11:32,1.15,1.04,5.82,11.22,3.59,0.31,1.88,0
Rolling Stdev (30 Minute),10/12/2014 11:33,1.11,1.03,5.54,10.65,3.56,0.28,1.88,0
Rolling Stdev (30 Minute),10/12/2014 11:34,1.07,1.03,5.28,10.89,3.67,0.28,1.87,0
Rolling Stdev (30 Minute),10/12/2014 11:35,1.10,1.03,5.63,10.88,3.54,0.29,1.87,0
Rolling Stdev (30 Minute),10/12/2014 11:36,1.09,1.00,5.72,11.26,3.48,0.30,1.82,0
Rolling Stdev (30 Minute),10/12/2014 11:37,1.07,1.05,5.81,11.71,3.53,0.30,1.91,0
Rolling Stdev (30 Minute),10/12/2014 11:38,1.09,1.04,5.76,11.61,3.49,0.28,1.89,0
Rolling Stdev (30 Minute),10/12/2014 11:39,1.06,1.04,5.74,11.79,3.51,0.28,1.89,0
Rolling Stdev (30 Minute),10/12/2014 11:40,1.04,1.05,5.68,12.43,3.37,0.28,1.92,0
Rolling Stdev (30 Minute),10/12/2014 11:41,1.09,1.09,5.69,12.15,3.25,0.27,1.99,0
Rolling Stdev (30 Minute),10/12/2014 11:42,1.10,1.09,5.83,12.54,3.23,0.27,1.98,0
Rolling Stdev (30 Minute),10/12/2014 11:43,1.06,1.11,5.52,13.13,3.35,0.27,2.01,0
Rolling Stdev (30 Minute),10/12/2014 11:44,1.06,1.11,5.48,13.46,3.32,0.27,2.01,0
Rolling Stdev (30 Minute),10/12/2014 11:45,1.06,1.08,5.08,13.88,3.42,0.26,1.97,0
Rolling Stdev (30 Minute),10/12/2014 11:46,1.07,1.02,5.19,13.92,3.47,0.27,1.86,0
Rolling Stdev (30 Minute),10/12/2014 11:47,1.07,1.05,5.09,13.92,3.38,0.27,1.91,0
Rolling Stdev (30 Minute),10/12/2014 11:48,1.07,1.07,5.14,13.88,3.29,0.27,1.94,0
Rolling Stdev (30 Minute),10/12/2014 11:49,1.06,1.06,5.14,14.12,3.25,0.28,1.94,0
Rolling Stdev (30 Minute),10/12/2014 11:50,1.05,1.12,5.03,14.15,3.25,0.27,2.03,0
Rolling Stdev (30 Minute),10/12/2014 11:51,1.05,1.12,5.22,13.86,3.26,0.29,2.03,0
Rolling Stdev (30 Minute),10/12/2014 11:52,1.03,1.12,5.40,13.99,3.26,0.29,2.03,0
Rolling Stdev (30 Minute),10/12/2014 11:53,1.07,1.14,5.40,13.75,3.39,0.29,2.07,0
Rolling Stdev (30 Minute),10/12/2014 11:54,1.12,1.14,5.79,13.71,3.50,0.28,2.07,0
Rolling Stdev (30 Minute),10/12/2014 11:55,1.17,1.15,5.77,13.76,3.36,0.30,2.10,0
Rolling Stdev (30 Minute),10/12/2014 11:56,1.17,1.19,5.82,13.81,3.31,0.31,2.16,0
Rolling Stdev (30 Minute),10/12/2014 11:57,1.16,1.15,5.88,13.79,3.33,0.30,2.09,0
Rolling Stdev (30 Minute),10/12/2014 11:58,1.13,1.15,5.93,14.02,3.31,0.30,2.09,0
Rolling Stdev (30 Minute),10/12/2014 11:59,1.15,1.13,6.03,14.16,3.35,0.32,2.06,0
Rolling Stdev (30 Minute),10/12/2014 12:00,1.10,1.13,6.21,13.74,3.30,0.31,2.05,0
Rolling Stdev (30 Minute),10/12/2014 12:01,1.13,1.13,6.29,13.51,3.30,0.31,2.05,0
Rolling Stdev (30 Minute),10/12/2014 12:02,1.13,1.14,6.21,13.68,3.36,0.31,2.07,0
Rolling Stdev (30 Minute),10/12/2014 12:03,1.13,1.16,6.30,13.59,3.29,0.32,2.10,0
Rolling Stdev (30 Minute),10/12/2014 12:04,1.13,1.20,6.47,13.19,3.21,0.31,2.17,0
Rolling Stdev (30 Minute),10/12/2014 12:05,1.12,1.20,6.14,13.37,3.21,0.31,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:06,1.13,1.21,5.94,13.41,3.05,0.30,2.19,0
Rolling Stdev (30 Minute),10/12/2014 12:07,1.11,1.19,6.08,13.00,2.97,0.30,2.16,0
Rolling Stdev (30 Minute),10/12/2014 12:08,1.09,1.21,6.03,12.90,2.94,0.32,2.20,0
Rolling Stdev (30 Minute),10/12/2014 12:09,1.09,1.20,6.16,12.63,2.94,0.33,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:10,1.08,1.18,6.40,12.23,2.95,0.34,2.14,0
Rolling Stdev (30 Minute),10/12/2014 12:11,1.05,1.18,6.65,12.21,2.95,0.34,2.14,0
Rolling Stdev (30 Minute),10/12/2014 12:12,1.07,1.15,6.52,11.98,2.91,0.35,2.08,0
Rolling Stdev (30 Minute),10/12/2014 12:13,1.12,1.14,6.66,11.73,2.86,0.36,2.07,0
Rolling Stdev (30 Minute),10/12/2014 12:14,1.13,1.12,6.66,11.49,2.86,0.36,2.04,0
Rolling Stdev (30 Minute),10/12/2014 12:15,1.14,1.14,6.78,11.09,2.90,0.36,2.07,0
Rolling Stdev (30 Minute),10/12/2014 12:16,1.15,1.17,6.80,10.92,2.98,0.36,2.13,0
Rolling Stdev (30 Minute),10/12/2014 12:17,1.17,1.18,6.97,11.34,3.04,0.36,2.14,0
Rolling Stdev (30 Minute),10/12/2014 12:18,1.18,1.16,6.97,11.76,3.00,0.37,2.11,0
Rolling Stdev (30 Minute),10/12/2014 12:19,1.18,1.15,6.72,11.24,3.01,0.34,2.09,0
Rolling Stdev (30 Minute),10/12/2014 12:20,1.18,1.12,6.73,11.31,3.11,0.34,2.03,0
Rolling Stdev (30 Minute),10/12/2014 12:21,1.16,1.12,6.77,11.58,3.12,0.35,2.03,0
Rolling Stdev (30 Minute),10/12/2014 12:22,1.22,1.17,6.66,11.61,2.98,0.36,2.12,0
Rolling Stdev (30 Minute),10/12/2014 12:23,1.16,1.20,6.79,11.69,3.05,0.36,2.19,0
Rolling Stdev (30 Minute),10/12/2014 12:24,1.17,1.20,6.59,11.27,2.98,0.36,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:25,1.13,1.20,6.63,10.96,3.02,0.36,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:26,1.14,1.20,6.54,10.83,3.09,0.35,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:27,1.12,1.20,6.67,10.46,3.15,0.35,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:28,1.16,1.20,6.52,10.43,3.14,0.35,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:29,1.15,1.22,6.67,10.26,3.22,0.35,2.22,0
Rolling Stdev (30 Minute),10/12/2014 12:30,1.16,1.25,6.46,10.51,3.19,0.34,2.27,0
Rolling Stdev (30 Minute),10/12/2014 12:31,1.14,1.27,6.58,10.88,3.21,0.34,2.31,0
Rolling Stdev (30 Minute),10/12/2014 12:32,1.14,1.26,6.65,10.47,3.26,0.34,2.29,0
Rolling Stdev (30 Minute),10/12/2014 12:33,1.21,1.25,6.56,10.38,3.34,0.33,2.28,0
Rolling Stdev (30 Minute),10/12/2014 12:34,1.21,1.24,6.40,11.23,3.28,0.32,2.25,0
Rolling Stdev (30 Minute),10/12/2014 12:35,1.18,1.27,6.40,11.38,3.27,0.32,2.30,0
Rolling Stdev (30 Minute),10/12/2014 12:36,1.17,1.27,6.50,11.02,3.26,0.32,2.31,0
Rolling Stdev (30 Minute),10/12/2014 12:37,1.16,1.25,6.35,11.00,3.37,0.32,2.27,0
Rolling Stdev (30 Minute),10/12/2014 12:38,1.16,1.22,6.55,11.23,3.41,0.33,2.22,0
Rolling Stdev (30 Minute),10/12/2014 12:39,1.16,1.22,6.47,11.18,3.52,0.33,2.22,0
Rolling Stdev (30 Minute),10/12/2014 12:40,1.12,1.22,6.37,11.42,3.52,0.33,2.22,0
Rolling Stdev (30 Minute),10/12/2014 12:41,1.12,1.21,6.16,11.45,3.55,0.33,2.20,0
Rolling Stdev (30 Minute),10/12/2014 12:42,1.10,1.23,6.35,11.34,3.68,0.33,2.24,0
Rolling Stdev (30 Minute),10/12/2014 12:43,1.09,1.25,6.23,11.68,3.77,0.33,2.26,0
Rolling Stdev (30 Minute),10/12/2014 12:44,1.06,1.25,6.23,11.75,3.84,0.33,2.28,0
Rolling Stdev (30 Minute),10/12/2014 12:45,1.04,1.31,6.09,11.85,3.77,0.33,2.37,0
Rolling Stdev (30 Minute),10/12/2014 12:46,1.05,1.29,6.17,11.81,3.77,0.33,2.34,0
Rolling Stdev (30 Minute),10/12/2014 12:47,1.01,1.27,6.13,12.06,3.73,0.35,2.32,0
Rolling Stdev (30 Minute),10/12/2014 12:48,1.02,1.24,6.17,12.22,3.77,0.34,2.26,0
Rolling Stdev (30 Minute),10/12/2014 12:49,1.07,1.25,6.17,12.23,3.84,0.33,2.27,0
Rolling Stdev (30 Minute),10/12/2014 12:50,1.09,1.25,6.16,12.32,3.81,0.34,2.28,0
Rolling Stdev (30 Minute),10/12/2014 12:51,1.09,1.28,5.99,12.34,3.86,0.32,2.33,0
Rolling Stdev (30 Minute),10/12/2014 12:52,1.04,1.26,5.76,12.32,3.86,0.31,2.30,0
Rolling Stdev (30 Minute),10/12/2014 12:53,1.08,1.22,5.91,12.24,3.75,0.32,2.21,0
Rolling Stdev (30 Minute),10/12/2014 12:54,1.06,1.21,5.85,12.21,3.71,0.31,2.20,0
Rolling Stdev (30 Minute),10/12/2014 12:55,1.06,1.20,5.84,12.04,3.67,0.30,2.18,0
Rolling Stdev (30 Minute),10/12/2014 12:56,1.06,1.20,6.12,12.04,3.55,0.30,2.19,0
Rolling Stdev (30 Minute),10/12/2014 12:57,1.09,1.20,6.02,12.18,3.54,0.30,2.19,0
Rolling Stdev (30 Minute),10/12/2014 12:58,1.05,1.27,6.25,12.23,3.54,0.32,2.30,0
Rolling Stdev (30 Minute),10/12/2014 12:59,1.09,1.26,6.13,12.28,3.48,0.33,2.29,0
Rolling Stdev (30 Minute),10/12/2014 13:00,1.07,1.19,6.22,12.54,3.46,0.35,2.16,0
Rolling Stdev (30 Minute),10/12/2014 13:01,1.06,1.19,6.00,12.40,3.49,0.34,2.16,0
Rolling Stdev (30 Minute),10/12/2014 13:02,1.08,1.19,6.03,12.38,3.49,0.35,2.17,0
Rolling Stdev (30 Minute),10/12/2014 13:03,1.04,1.17,5.99,12.28,3.37,0.35,2.13,0
Rolling Stdev (30 Minute),10/12/2014 13:04,1.43,1.65,6.68,13.16,3.60,0.42,2.82,0
Rolling Stdev (30 Minute),10/12/2014 13:05,1.50,1.79,7.77,12.83,3.67,0.47,2.85,0
Rolling Stdev (30 Minute),10/12/2014 13:06,1.56,1.99,8.41,13.95,4.00,0.53,3.02,0
Rolling Stdev (30 Minute),10/12/2014 13:07,1.68,2.13,8.48,15.76,3.98,0.57,3.24,0
Rolling Stdev (30 Minute),10/12/2014 13:08,1.70,2.12,8.82,16.52,4.07,0.60,3.26,0
Rolling Stdev (30 Minute),10/12/2014 13:09,1.70,2.18,9.37,16.81,4.16,0.63,3.25,0
Rolling Stdev (30 Minute),10/12/2014 13:10,1.79,2.18,9.48,17.41,4.30,0.66,3.39,0
Rolling Stdev (30 Minute),10/12/2014 13:11,1.89,2.21,9.48,18.30,4.33,0.67,3.53,0
Rolling Stdev (30 Minute),10/12/2014 13:12,1.91,2.16,9.70,18.08,4.15,0.68,3.50,0
Rolling Stdev (30 Minute),10/12/2014 13:13,1.99,2.22,9.96,18.63,4.17,0.70,3.64,0
Rolling Stdev (30 Minute),10/12/2014 13:14,2.26,2.26,10.02,17.89,4.04,0.70,4.10,0
Rolling Stdev (30 Minute),10/12/2014 13:15,2.42,2.39,9.82,17.88,3.92,0.69,4.37,0
Rolling Stdev (30 Minute),10/12/2014 13:16,2.52,2.47,9.54,17.85,3.90,0.68,4.52,0
Rolling Stdev (30 Minute),10/12/2014 13:17,2.52,2.53,9.76,17.85,3.86,0.68,4.51,0
Rolling Stdev (30 Minute),10/12/2014 13:18,2.55,2.66,9.81,18.46,3.86,0.71,4.59,0
Rolling Stdev (30 Minute),10/12/2014 13:19,2.53,2.65,9.87,18.36,4.01,0.71,4.58,0
Rolling Stdev (30 Minute),10/12/2014 13:20,2.62,2.75,9.77,17.33,3.92,0.69,4.78,0
Rolling Stdev (30 Minute),10/12/2014 13:21,2.76,2.93,9.46,17.32,3.65,0.68,5.06,0
Rolling Stdev (30 Minute),10/12/2014 13:22,2.76,2.91,9.45,17.14,3.58,0.67,5.01,0
Rolling Stdev (30 Minute),10/12/2014 13:23,2.80,2.93,8.75,16.20,3.50,0.62,5.16,0
Rolling Stdev (30 Minute),10/12/2014 13:24,2.93,2.93,8.42,14.62,3.53,0.58,5.41,0
Rolling Stdev (30 Minute),10/12/2014 13:25,2.95,3.02,7.62,14.25,3.23,0.54,5.47,0
Rolling Stdev (30 Minute),10/12/2014 13:26,3.04,3.03,6.65,13.71,3.19,0.48,5.59,0
Rolling Stdev (30 Minute),10/12/2014 13:27,3.23,3.14,6.43,13.24,3.14,0.46,5.93,0
Rolling Stdev (30 Minute),10/12/2014 13:28,3.40,3.19,6.61,13.22,3.12,0.47,6.23,0
Rolling Stdev (30 Minute),10/12/2014 13:29,3.44,3.26,6.44,12.93,2.84,0.45,6.26,0
Rolling Stdev (30 Minute),10/12/2014 13:30,3.56,3.25,6.23,12.64,2.75,0.44,6.43,0
Rolling Stdev (30 Minute),10/12/2014 13:31,3.55,3.30,5.84,11.61,2.14,0.40,6.44,0
Rolling Stdev (30 Minute),10/12/2014 13:32,3.62,3.28,5.61,10.71,2.17,0.36,6.52,0
Rolling Stdev (30 Minute),10/12/2014 13:33,3.69,3.32,4.96,9.23,1.94,0.30,6.70,1
Rolling Stdev (30 Minute),10/12/2014 13:34,3.63,3.25,4.98,9.25,1.96,0.30,6.59,1
Rolling Stdev (30 Minute),10/12/2014 13:35,3.55,3.28,4.90,9.01,1.92,0.30,6.45,1
Rolling Stdev (30 Minute),10/12/2014 13:36,3.70,3.22,4.95,8.98,1.87,0.29,6.72,1
Rolling Stdev (30 Minute),10/12/2014 13:37,3.70,3.09,4.85,8.98,1.92,0.30,6.74,1
Rolling Stdev (30 Minute),10/12/2014 13:38,3.81,3.20,4.93,9.30,1.97,0.30,6.92,1
Rolling Stdev (30 Minute),10/12/2014 13:39,3.80,3.23,4.83,9.28,1.97,0.30,6.92,1
Rolling Stdev (30 Minute),10/12/2014 13:40,3.75,3.29,4.78,8.95,1.97,0.29,6.83,1
Rolling Stdev (30 Minute),10/12/2014 13:41,3.68,3.32,4.93,8.79,1.98,0.29,6.69,1
Rolling Stdev (30 Minute),10/12/2014 13:42,3.72,3.37,4.99,8.42,1.94,0.29,6.76,1
Rolling Stdev (30 Minute),10/12/2014 13:43,3.74,3.27,5.15,8.39,1.96,0.30,6.80,1
Rolling Stdev (30 Minute),10/12/2014 13:44,3.69,3.15,5.14,8.41,2.00,0.30,6.71,1
Rolling Stdev (30 Minute),10/12/2014 13:45,3.75,2.95,5.32,8.27,1.94,0.30,6.82,1
Rolling Stdev (30 Minute),10/12/2014 13:46,3.65,3.03,5.48,8.14,1.90,0.30,6.64,1
Rolling Stdev (30 Minute),10/12/2014 13:47,3.68,2.86,5.73,7.82,2.17,0.47,6.69,1
Rolling Stdev (30 Minute),10/12/2014 13:48,3.63,2.85,6.01,7.63,2.52,0.57,6.60,1
Rolling Stdev (30 Minute),10/12/2014 13:49,3.64,2.86,6.77,8.21,2.70,0.75,6.61,1
Rolling Stdev (30 Minute),10/12/2014 13:50,3.63,2.87,6.97,8.87,2.76,0.84,6.60,1
Rolling Stdev (30 Minute),10/12/2014 13:51,3.61,2.83,7.08,9.35,2.77,0.92,6.56,1
Rolling Stdev (30 Minute),10/12/2014 13:52,3.63,2.83,7.44,9.30,2.98,0.98,6.60,1
Rolling Stdev (30 Minute),10/12/2014 13:53,3.63,2.90,7.46,9.28,2.97,1.01,6.60,1
Rolling Stdev (30 Minute),10/12/2014 13:54,3.39,2.90,7.52,9.64,3.08,1.07,6.16,1
Rolling Stdev (30 Minute),10/12/2014 13:55,3.39,2.90,7.55,10.61,3.11,1.12,6.16,1
Rolling Stdev (30 Minute),10/12/2014 13:56,7.59,7.44,21.55,45.18,11.16,1.51,13.80,1
Rolling Stdev (30 Minute),10/12/2014 13:57,10.13,10.02,29.09,62.01,15.23,1.79,18.41,1
Rolling Stdev (30 Minute),10/12/2014 13:58,12.03,11.93,34.61,74.18,18.20,2.02,21.86,1
Rolling Stdev (30 Minute),10/12/2014 13:59,13.54,13.29,39.11,83.92,20.56,2.22,24.62,1
Rolling Stdev (30 Minute),10/12/2014 14:00,14.81,14.45,42.85,92.02,22.50,2.39,26.93,1
Rolling Stdev (30 Minute),10/12/2014 14:01,15.80,15.35,46.04,98.96,24.16,2.54,28.73,1
Rolling Stdev (30 Minute),10/12/2014 14:02,16.71,16.14,48.78,104.76,25.61,2.67,30.38,1
Rolling Stdev (30 Minute),10/12/2014 14:03,17.50,16.70,51.17,109.85,26.83,2.79,31.82,1
Rolling Stdev (30 Minute),10/12/2014 14:04,18.06,17.29,53.09,114.05,27.88,2.90,32.84,1
Rolling Stdev (30 Minute),10/12/2014 14:05,18.50,17.79,54.85,117.28,28.71,2.99,33.63,1
Rolling Stdev (30 Minute),10/12/2014 14:06,18.65,18.13,56.08,120.14,29.41,3.07,33.92,1
Rolling Stdev (30 Minute),10/12/2014 14:07,18.69,18.26,57.18,122.01,29.91,3.14,33.98,1
Rolling Stdev (30 Minute),10/12/2014 14:08,18.62,18.49,58.20,123.27,30.28,3.20,33.85,1
Rolling Stdev (30 Minute),10/12/2014 14:09,18.58,18.59,58.83,124.29,30.51,3.25,33.78,1
Rolling Stdev (30 Minute),10/12/2014 14:10,18.60,18.63,59.31,124.71,30.64,3.29,33.81,1
Rolling Stdev (30 Minute),10/12/2014 14:11,18.55,18.56,59.30,124.71,30.65,3.32,33.73,1
Rolling Stdev (30 Minute),10/12/2014 14:12,18.69,18.83,58.95,123.48,30.44,3.30,34.18,1
Rolling Stdev (30 Minute),10/12/2014 14:13,18.87,19.06,58.28,122.00,30.18,3.27,34.59,1
Rolling Stdev (30 Minute),10/12/2014 14:14,19.05,19.20,58.04,120.90,30.07,3.26,34.89,1
Rolling Stdev (30 Minute),10/12/2014 14:15,19.37,19.42,57.53,119.86,29.73,3.23,35.37,1
Rolling Stdev (30 Minute),10/12/2014 14:16,19.58,19.71,56.79,119.35,29.59,3.21,35.85,1
Rolling Stdev (30 Minute),10/12/2014 14:17,19.88,19.82,55.96,117.42,29.25,3.12,36.13,1
Rolling Stdev (30 Minute),10/12/2014 14:18,20.07,20.07,55.18,115.90,28.67,3.03,36.71,1
Rolling Stdev (30 Minute),10/12/2014 14:19,20.24,20.26,53.75,113.67,28.07,2.88,37.00,1
Rolling Stdev (30 Minute),10/12/2014 14:20,20.37,20.42,52.76,111.24,27.52,2.74,37.23,1
Rolling Stdev (30 Minute),10/12/2014 14:21,20.60,20.63,51.68,109.75,27.19,2.59,37.57,1
Rolling Stdev (30 Minute),10/12/2014 14:22,20.74,20.77,50.22,108.30,26.55,2.43,37.88,1
Rolling Stdev (30 Minute),10/12/2014 14:23,20.96,21.04,48.96,107.51,26.17,2.28,38.26,1
Rolling Stdev (30 Minute),10/12/2014 14:24,21.10,21.30,47.30,104.93,25.64,2.03,38.74,1
Rolling Stdev (30 Minute),10/12/2014 14:25,21.32,21.53,45.93,101.37,24.97,1.74,39.15,0
Rolling Stdev (30 Minute),10/12/2014 14:26,21.39,21.53,46.10,101.84,25.21,1.75,39.14,0
Rolling Stdev (30 Minute),10/12/2014 14:27,21.38,21.44,46.34,102.22,25.28,1.78,38.99,0
Rolling Stdev (30 Minute),10/12/2014 14:28,21.24,21.31,46.09,101.28,25.29,1.76,38.74,0
Rolling Stdev (30 Minute),10/12/2014 14:29,20.94,21.04,45.52,100.59,25.03,1.75,38.25,0
Rolling Stdev (30 Minute),10/12/2014 14:30,20.59,20.67,44.74,99.31,24.75,1.72,37.58,0
Rolling Stdev (30 Minute),10/12/2014 14:31,20.11,20.22,43.83,97.14,24.13,1.69,36.77,0
Rolling Stdev (30 Minute),10/12/2014 14:32,19.55,19.63,42.74,94.37,23.49,1.65,35.69,0
Rolling Stdev (30 Minute),10/12/2014 14:33,18.85,18.93,41.24,91.09,22.68,1.59,34.42,0
Rolling Stdev (30 Minute),10/12/2014 14:34,18.04,18.12,39.40,86.92,21.69,1.52,32.94,0
Rolling Stdev (30 Minute),10/12/2014 14:35,17.04,17.15,37.43,82.07,20.54,1.44,31.18,0
Rolling Stdev (30 Minute),10/12/2014 14:36,15.87,15.96,35.03,76.51,19.16,1.34,29.02,0
Rolling Stdev (30 Minute),10/12/2014 14:37,14.49,14.55,32.12,69.86,17.53,1.23,26.45,0
Rolling Stdev (30 Minute),10/12/2014 14:38,12.80,12.83,28.59,62.26,15.60,1.11,23.33,0
Rolling Stdev (30 Minute),10/12/2014 14:39,10.66,10.68,23.94,52.32,13.07,0.94,19.42,0
Rolling Stdev (30 Minute),10/12/2014 14:40,7.71,7.73,17.72,38.82,9.64,0.71,14.06,0
Rolling Stdev (30 Minute),10/12/2014 14:41,1.17,1.11,6.09,12.97,3.04,0.32,2.03,0
Rolling Stdev (30 Minute),10/12/2014 14:42,1.16,1.11,6.03,12.90,3.00,0.32,2.01,0
Rolling Stdev (30 Minute),10/12/2014 14:43,1.16,1.11,6.01,12.45,2.84,0.31,2.02,0
Rolling Stdev (30 Minute),10/12/2014 14:44,1.16,1.13,5.84,12.51,2.92,0.30,2.05,0
Rolling Stdev (30 Minute),10/12/2014 14:45,1.14,1.14,6.01,12.54,2.98,0.30,2.07,0
Rolling Stdev (30 Minute),10/12/2014 14:46,1.20,1.14,6.26,12.47,2.98,0.30,2.06,0
Rolling Stdev (30 Minute),10/12/2014 14:47,1.13,1.13,6.28,12.31,2.93,0.29,2.06,0
Rolling Stdev (30 Minute),10/12/2014 14:48,1.15,1.11,6.21,12.53,2.95,0.29,2.01,0
Rolling Stdev (30 Minute),10/12/2014 14:49,1.18,1.11,6.12,12.58,2.97,0.28,2.01,0
Rolling Stdev (30 Minute),10/12/2014 14:50,1.20,1.14,6.33,12.51,2.79,0.28,2.08,0
Rolling Stdev (30 Minute),10/12/2014 14:51,1.16,1.17,6.39,12.24,2.76,0.28,2.13,0
Rolling Stdev (30 Minute),10/12/2014 14:52,1.20,1.19,6.17,12.18,2.72,0.28,2.16,0
Rolling Stdev (30 Minute),10/12/2014 14:53,1.16,1.17,6.36,12.06,2.76,0.29,2.13,0
Rolling Stdev (30 Minute),10/12/2014 14:54,1.15,1.13,6.06,12.11,2.94,0.28,2.06,0
Rolling Stdev (30 Minute),10/12/2014 14:55,1.09,1.08,6.19,11.84,2.90,0.28,1.97,0
Rolling Stdev (30 Minute),10/12/2014 14:56,1.09,1.07,6.42,12.05,2.84,0.30,1.95,0
Rolling Stdev (30 Minute),10/12/2014 14:57,1.07,1.12,6.49,11.63,2.83,0.29,2.04,0
Rolling Stdev (30 Minute),10/12/2014 14:58,1.08,1.13,6.69,11.81,2.84,0.31,2.06,0
Rolling Stdev (30 Minute),10/12/2014 14:59,1.14,1.17,6.81,11.76,2.93,0.30,2.14,0
Rolling Stdev (30 Minute),10/12/2014 15:00,1.16,1.22,6.81,11.90,2.83,0.30,2.21,0
Rolling Stdev (30 Minute),10/12/2014 15:01,1.15,1.26,6.86,12.18,2.83,0.31,2.29,0
Rolling Stdev (30 Minute),10/12/2014 15:02,1.14,1.24,6.91,12.61,2.92,0.33,2.25,0
Rolling Stdev (30 Minute),10/12/2014 15:03,1.16,1.28,7.02,13.11,3.01,0.33,2.32,0
Rolling Stdev (30 Minute),10/12/2014 15:04,1.24,1.29,7.02,12.92,3.09,0.32,2.34,0
Rolling Stdev (30 Minute),10/12/2014 15:05,1.22,1.31,6.93,12.69,3.12,0.33,2.37,0
Rolling Stdev (30 Minute),10/12/2014 15:06,1.20,1.28,6.73,12.96,3.14,0.33,2.32,0
Rolling Stdev (30 Minute),10/12/2014 15:07,1.21,1.28,6.51,13.28,3.14,0.32,2.32,0
Rolling Stdev (30 Minute),10/12/2014 15:08,1.27,1.23,6.08,13.00,3.09,0.28,2.23,0
Rolling Stdev (30 Minute),10/12/2014 15:09,1.24,1.27,6.21,13.16,3.16,0.30,2.30,0
Rolling Stdev (30 Minute),10/12/2014 15:10,1.27,1.26,6.01,12.95,3.16,0.28,2.29,0
Rolling Stdev (30 Minute),10/12/2014 15:11,1.30,1.26,6.14,13.05,3.30,0.30,2.29,0
Rolling Stdev (30 Minute),10/12/2014 15:12,1.31,1.27,6.06,12.93,3.31,0.31,2.30,0
Rolling Stdev (30 Minute),10/12/2014 15:13,1.32,1.27,6.10,12.89,3.35,0.31,2.31,0
Rolling Stdev (30 Minute),10/12/2014 15:14,1.34,1.27,6.10,13.21,3.30,0.31,2.30,0
Rolling Stdev (30 Minute),10/12/2014 15:15,1.35,1.26,5.92,13.43,3.23,0.32,2.28,0
Rolling Stdev (30 Minute),10/12/2014 15:16,1.35,1.25,5.68,13.37,3.12,0.32,2.28,0
Rolling Stdev (30 Minute),10/12/2014 15:17,1.39,1.24,5.68,13.45,3.13,0.33,2.26,0
Rolling Stdev (30 Minute),10/12/2014 15:18,1.38,1.23,5.68,13.41,3.17,0.34,2.23,0
Rolling Stdev (30 Minute),10/12/2014 15:19,1.38,1.27,5.64,13.58,3.12,0.35,2.31,0
Rolling Stdev (30 Minute),10/12/2014 15:20,1.36,1.23,5.35,13.66,3.18,0.35,2.24,0
